,DossierID,org,IsChinese,hsic,Industry Description,Country,hasFacebook,hasTwitter,hasWeibo,hasWeChat,hasTencentWeibo,ip201512,ip201601,ip201602,ip201603,ip201604,ip201605,ip201606,ip201607,ip201608,ip201609,ip201610,ip201611,ip201612,ip201701,ip201702,ip201703,as201512,as201601,as201602,as201603,as201604,as201605,as201606,as201607,as201608,as201609,as201610,as201611,as201612,as201701,as201702,as201703,nb201512,nb201601,nb201602,nb201603,nb201604,nb201605,nb201606,nb201607,nb201608,nb201609,nb201610,nb201611,nb201612,nb201701,nb201702,nb201703,ph201512,ph201601,ph201602,ph201603,ph201604,ph201605,ph201606,ph201607,ph201608,ph201609,ph201610,ph201611,ph201612,ph201701,ph201702,ph201703,ov201512,ov201601,ov201602,ov201603,ov201604,ov201605,ov201606,ov201607,ov201608,ov201609,ov201610,ov201611,ov201612,ov201701,ov201702,ov201703,av201512,av201601,av201602,av201603,av201604,av201605,av201606,av201607,av201608,av201609,av201610,av201611,av201612,av201701,av201702,av201703,cv201512,cv201601,cv201602,cv201603,cv201604,cv201605,cv201606,cv201607,cv201608,cv201609,cv201610,cv201611,cv201612,cv201701,cv201702,cv201703,pv201512,pv201601,pv201602,pv201603,pv201604,pv201605,pv201606,pv201607,pv201608,pv201609,pv201610,pv201611,pv201612,pv201701,pv201702,pv201703
10,1013,NewMedia Express Pte Ltd,N,631100,"Data processing, hosting and related activities",SG,0,0,0,0,0,0,650496,611840,719360,685824,683520,456704,0,361984,727040,759296,752640,777728,839424,766976,853248,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1839,1714,1942,1839,1833,1224,0,972,1970,2067,2070,2139,2293,2100,2341,540,5,13,8,54,22,39,5,6,0,0,0,0,1,0,0,7,0,2,4,86,5,37,8,6,1,1,0,6,3,1,0,631,5,13,6,97,27,33,3,6,0,0,0,0,0,9,2,0,28,1511,16545,2062,2158,4028,1700,2338,553,2492,1331,468,750,191,217,0,0,105,17,218,877,9,0,0,1,3,13,12,1,2,68
11,1015,BEIJING CBD TELECOM Co Ltd,N,611000,Telecommunications network operation ,CN,0,0,0,0,0,0,1089792,989184,1095168,1059840,1059840,706560,0,529920,1059840,1095168,1059840,1095168,1102592,996352,1103104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,785,728,806,780,780,520,0,390,780,806,780,806,835,756,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75,113,120,148,139,108,40,83,130,143,60,70,53,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1016,YunGang Technology Co Ltd,Y,631100,"Data processing, hosting and related activities",CN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1017,Beijing Baidu Netcom Science and Technology Co Ltd,y,631200,Web portals,CN,0,0,1,1,1,0,4390912,3954432,4390400,4247040,3747584,1553152,0,1167616,2072576,2176512,2135040,2206208,2458880,2236416,2742272,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,505,474,503,480,569,409,0,308,693,1151,1170,1209,1761,1624,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159,20366,21359,27484,96619,64468,21468,20923,20565,20208,21635,22203,22117,42188,36425,0,0,27,127,224,84,126,0,13,24,5,43,13,2,11,25
14,1021,Beijing Capital Public Information Platform,Y,631100,"Data processing, hosting and related activities",CN,0,0,0,0,0,0,2539520,2293760,2539520,2498560,2703360,1802240,0,1351680,2703360,2793472,2703360,2793472,2793472,2523136,2924544,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,341,308,341,340,390,260,0,195,390,403,390,403,403,364,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,1712,18947,5495,353,149083,68599,15461,6321,2241,1830,3219,2759,2922,3534,0,0,0,12,2,6,14,0,1,30,0,3,1,0,12,40
15,1023,Changhong IT information Products Co Ltd,Y,261900,Manufacture of electronic parts and components n.e.c. ,CN,0,0,1,1,0,0,31744,28672,31744,30720,30720,20480,0,15360,30720,31744,30720,31744,31744,28672,31744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1024,Beijing Kuanjie Net communication technology Ltd,Y,620200,Information technology consultancy activities and computer facilities management activities,CN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1025,Beijing Swifton inc,Y,611000,Telecommunications network operation ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1026,Beijing JingTian Technology Co Ltd,Y,620200,Information technology consultancy activities and computer facilities management activities,CN,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1027,LONGTEL NETWORKS & TECHNOLOGIES LTD,Y,620200,Information technology consultancy activities and computer facilities management activities,CN,0,0,1,1,0,0,151808,143360,158720,153600,153600,104448,0,80640,161280,166656,161280,166656,166656,150528,166656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,97,112,124,120,120,88,0,75,150,155,150,155,155,140,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,9,2,7,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1028,Beijing Haves Cinda Sci-Tech Development Co Ltd,Y,619100,Internet access services ,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1030,Beijing University of Chemical Technology,Y,853000,Universities and colleges providing post-secondary courses,CN,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1031,Beijing SHUXUNDA Communicate Technology,Y,611000,Telecommunications network operation ,CN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1032,Beijing Topnew Info&Tech Co Ltd,Y,619100,Internet access services ,CN,0,0,0,0,0,0,0,0,98816,237568,255232,173056,0,101120,176896,0,0,0,7680,7168,7936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,86,202,220,150,0,86,148,0,0,0,30,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,999,191,137,166,1640,126,0,0,0,0,0,0,0,0,0,1,14,8,10,0,0,1,0,0,0,0,0,0
24,1033,Beijing Sinnet Technology Co Ltd,Y,631100,"Data processing, hosting and related activities",CN,0,0,0,1,0,0,1730048,1562368,2845184,4582400,4754688,2986240,0,1723904,3052544,2270208,3672064,3777536,3744512,3411968,2655232,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,310,279,759,1353,1353,859,0,520,974,380,391,403,401,364,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,193,922,24054,502,71143,29275,10370,7811,231,228,127,125,128,93,0,0,0,57,444,40,45,0,21,44,0,8,39,5,2,10
25,1038,BeiJing Shocom Telecom Co Ltd,Y,631100,"Data processing, hosting and related activities ",CN,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1039,Capitalonline Data Service Co Ltd,Y,631100,"Data processing, hosting and related activities ",CN,0,0,1,1,1,0,0,0,0,0,53248,376832,0,0,0,0,0,0,1069056,1032192,1142784,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,6,43,0,0,0,0,0,0,116,112,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1041,United e-Communicaiton (Beijing) S&T Ltd,Y,620199,Development of other softwares and programming activities,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1042,Beijing Kaixinren Information Technology Company,Y,631200,Web portals,CN,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16384,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1043,HangTian Info Network Ltd,Y,620200,Information technology consultancy activities and computer facilities management activities,CN,0,0,1,1,0,0,0,0,26624,168960,278528,293888,0,112640,401408,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,82,116,105,0,35,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40371,10356,4206,7248,91,148,274,0,0,0,0,0,0,0,0,0,0,0,6,2,0,8,2,0,0,0,0,0,0
30,1044,Union Life Insurance Co Ltd,Y,651100,Life insurance underwriting,CN,0,0,1,1,0,0,126976,114688,126976,122880,122880,81920,0,61440,122880,126976,122880,126976,126976,114688,126976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1045,BEIJING ZHONGGUANCUN SOFTWARE PARK DEVELOPMENT Co Ltd,Y,620199,Development of other softwares and programming activities,CN,0,0,1,1,1,0,0,0,24576,59392,61440,38912,0,61440,137216,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,24,58,60,38,0,60,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,205,211,186,1017,810,238,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0
32,1046,CHINA HUADIAN CORPORTATION,Y,351000,"Electric power generation, transmission and distribution",CN,0,0,0,1,0,0,257024,229376,253952,245760,245760,163840,0,122880,245760,253952,245760,253952,253952,229376,253952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,495,364,403,390,390,260,0,195,390,403,390,403,403,364,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31069,35015,19458,53329,35761,47234,33374,43766,33237,31883,40621,233,6780,93,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0
33,1047,BEIJING SHENZHOU GREATWALL COMMUNICATION,Y,619100,Internet access services ,CN,0,0,1,1,0,0,24696832,22298624,24696832,23900160,23900160,15933440,0,11950080,23900160,24696832,23900160,24696832,24696832,22306816,24696832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,465,418,465,450,450,300,0,225,450,465,450,465,465,420,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,28,14,0,15,23,0,0,20,0,10,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1048,Chinese Academy of Social Sciences,Y,722000,Research and development on social sciences and humanities,CN,0,0,0,0,0,0,31744,28672,31744,30720,30720,20480,0,15360,30720,31744,30720,31744,31744,28672,31744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,31,30,30,20,0,15,30,31,30,31,31,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,14,27,33,0,22,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1049,Beijing ShuJuJia Technology Co Ltd,Y,619100,Internet access services ,CN,0,0,1,1,0,0,2031616,1835008,2186240,2396672,2387968,1526272,0,1132032,2219520,2061056,1973760,2039552,2039552,1842176,2039552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,28,122,281,301,160,0,99,171,74,60,62,62,56,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,543,5889,5108,280,132,86,14,17,0,0,0,0,0,0,0,2,10,37,14,0,1,0,0,0,0,0,0,0
36,1050,Beijing Qi Shang Online Data Communication Technology Co Ltd,Y,631100,"Data processing, hosting and related activities",CN,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1051,Beijing CE Huatong Information Technology Co Ltd,Y,631100,"Data processing, hosting and related activities",CN,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
